chromosome,start,end,CBR110-15-R3a_log2,CBR110-15-R3a_fold_change,Carmaphycin-R9-2_log2,Carmaphycin-R9-2_fold_change,Doxorubicin16-R2b_log2,Doxorubicin16-R2b_fold_change,NODRUG-GM2_log2,NODRUG-GM2_fold_change
XIII,504689,509686,0.0525,1.037,0.0306,1.021,0.0588,1.042,-0.0500,0.966
XIII,509686,514683,-0.2683,0.830,-0.1751,0.886,-0.2873,0.819,0.0206,1.014
XIII,514683,519680,-0.0337,0.977,-0.0577,0.961,0.0604,1.043,-0.0293,0.980
XIII,519680,524677,-0.1879,0.878,-0.0625,0.958,-0.1703,0.889,0.0785,1.056
XIII,524677,529673,0.0783,1.056,0.0065,1.005,0.1291,1.094,0.0795,1.057
XIII,529673,534670,0.1824,1.135,0.1436,1.105,0.1634,1.120,0.0284,1.020
XIII,534670,539667,-0.1113,0.926,-0.1465,0.903,-0.0983,0.934,-0.0137,0.991
XIII,539667,544664,-0.1511,0.901,-0.1049,0.930,-0.1219,0.919,-0.0180,0.988
XIII,544664,549661,0.0273,1.019,0.0501,1.035,-0.0147,0.990,0.0039,1.003
XIII,549661,554658,-0.2360,0.849,-0.2124,0.863,-0.2930,0.816,-0.0368,0.975
XIII,554658,559655,-0.1900,0.877,-0.2136,0.862,-0.1996,0.871,0.0324,1.023
XIII,559655,564652,-0.1245,0.917,-0.0869,0.942,-0.0713,0.952,-0.0774,0.948
XIII,564652,569649,0.0023,1.002,0.0148,1.010,0.0339,1.024,0.0859,1.061
XIII,569649,574646,0.0367,1.026,0.0483,1.034,0.1017,1.073,-0.0603,0.959
XIII,574646,579643,-0.0365,0.975,-0.0884,0.941,-0.0423,0.971,-0.0802,0.946
XIII,579643,584640,0.0351,1.025,0.0133,1.009,0.0214,1.015,0.0396,1.028
XIII,584640,589637,-0.1325,0.912,-0.0960,0.936,-0.1901,0.877,-0.0321,0.978
XIII,589637,594633,0.0604,1.043,0.0425,1.030,0.1047,1.075,0.0167,1.012
XIII,594633,599630,0.1445,1.105,0.1528,1.112,0.1833,1.135,0.0901,1.064
XIII,599630,604627,-0.0727,0.951,0.0163,1.011,-0.0191,0.987,0.0018,1.001
XIII,604627,609624,0.0493,1.035,0.0049,1.003,0.1195,1.086,0.0277,1.019
XIII,609624,614621,0.0362,1.025,-0.0156,0.989,0.0199,1.014,-0.0056,0.996
XIII,614621,619618,0.1892,1.140,0.0691,1.049,0.1882,1.139,0.0384,1.027
XIII,619618,624615,-0.0341,0.977,-0.0652,0.956,0.0692,1.049,-0.0252,0.983
XIII,624615,629612,-0.2026,0.869,-0.1866,0.879,-0.0801,0.946,-0.0054,0.996
XIII,629612,634609,-0.1658,0.891,-0.1128,0.925,-0.0007,1.000,0.0203,1.014
XIII,634609,639606,0.0604,1.043,0.0375,1.026,0.0719,1.051,-0.0213,0.985
XIII,639606,644603,0.0480,1.034,0.0192,1.013,0.0371,1.026,-0.0138,0.991
XIII,644603,649600,-0.2439,0.844,-0.1321,0.913,-0.1525,0.900,-0.0263,0.982
XIII,649600,654597,-0.1507,0.901,-0.0131,0.991,-0.0873,0.941,-0.1200,0.920
XIII,654597,659594,0.1312,1.095,0.1459,1.106,0.2326,1.175,0.0014,1.001
XIII,659594,664590,-0.1308,0.913,-0.0048,0.997,-0.0169,0.988,-0.0166,0.989
XIII,664590,669587,0.0431,1.030,0.1125,1.081,0.1331,1.097,-0.0095,0.993
XIII,669587,674584,0.0839,1.060,0.0147,1.010,0.1354,1.098,-0.0286,0.980
XIII,674584,679581,0.1578,1.116,0.1446,1.105,0.1641,1.120,0.0108,1.007
XIII,679581,684578,-0.0639,0.957,0.0134,1.009,0.0367,1.026,-0.0097,0.993
XIII,684578,689575,-0.0410,0.972,-0.0531,0.964,-0.0600,0.959,-0.0156,0.989
XIII,689575,694572,0.0218,1.015,-0.0502,0.966,0.1138,1.082,0.0507,1.036
XIII,694572,699569,-0.1239,0.918,-0.0686,0.954,-0.0206,0.986,0.0617,1.044
XIII,699569,704566,-0.0188,0.987,0.0208,1.015,0.0569,1.040,-0.0615,0.958
XIII,704566,709563,-0.2421,0.845,-0.1369,0.909,-0.1573,0.897,0.0690,1.049
XIII,709563,714560,-0.2294,0.853,-0.1457,0.904,-0.1520,0.900,-0.0271,0.981
XIII,714560,719557,0.0015,1.001,0.0960,1.069,0.0391,1.028,0.0510,1.036
XIII,719557,724554,0.0741,1.053,0.1032,1.074,0.1358,1.099,0.0515,1.036
XIII,724554,729550,-0.2294,0.853,-0.1658,0.891,-0.1978,0.872,-0.0460,0.969
XIII,729550,734547,-0.0636,0.957,-0.0635,0.957,-0.1201,0.920,-0.0336,0.977
XIII,734547,739544,-0.2293,0.853,-0.1115,0.926,-0.1109,0.926,-0.0988,0.934
XIII,739544,744541,-0.0379,0.974,0.0071,1.005,-0.0060,0.996,-0.0392,0.973
XIII,744541,749538,-0.1553,0.898,-0.0910,0.939,-0.0764,0.948,0.0205,1.014
XIII,749538,754535,-0.1554,0.898,-0.0673,0.954,-0.0640,0.957,0.0219,1.015
XIII,754535,759532,-0.1542,0.899,-0.0679,0.954,-0.0556,0.962,0.0355,1.025
XIII,759532,764529,-0.0279,0.981,-0.0035,0.998,0.1044,1.075,-0.0123,0.992
XIII,764529,769526,0.0689,1.049,0.1151,1.083,0.1742,1.128,-0.0198,0.986
XIII,769526,774523,0.1095,1.079,0.1711,1.126,0.1506,1.110,0.0123,1.009
XIII,774523,779520,-0.1638,0.893,-0.0543,0.963,-0.1853,0.879,-0.0105,0.993
XIII,779520,784517,0.0843,1.060,0.1330,1.097,0.2140,1.160,-0.0169,0.988
XIII,784517,789514,0.0126,1.009,0.0070,1.005,0.0704,1.050,0.0452,1.032
XIII,789514,794510,-0.0785,0.947,0.0063,1.004,0.0648,1.046,-0.0079,0.995
XIII,794510,799507,0.0015,1.001,0.0352,1.025,-0.0166,0.989,0.0205,1.014
XIII,799507,804504,0.0015,1.001,0.0283,1.020,0.0351,1.025,-0.0127,0.991
XIII,804504,809501,0.3448,1.270,0.2527,1.191,0.2518,1.191,0.0552,1.039
XIII,809501,814498,-0.0140,0.990,-0.0049,0.997,0.0098,1.007,0.0545,1.039
XIII,814498,819495,-0.0491,0.967,-0.1151,0.923,-0.0860,0.942,-0.0336,0.977
XIII,819495,824492,-0.0960,0.936,-0.0453,0.969,0.0221,1.015,-0.0464,0.968
XIII,824492,829489,0.0334,1.023,0.0626,1.044,-0.0361,0.975,0.0513,1.036
XIII,829489,834486,-0.0926,0.938,-0.0955,0.936,-0.1300,0.914,0.0031,1.002
XIII,834486,839483,0.4951,1.409,0.3491,1.274,0.2654,1.202,-0.0076,0.995
XIII,839483,844480,0.0665,1.047,0.0417,1.029,0.0094,1.007,-0.0247,0.983
XIII,844480,849477,0.2458,1.186,0.1517,1.111,0.0920,1.066,0.0078,1.005
XIII,849477,854474,-0.1166,0.922,-0.2004,0.870,-0.1510,0.901,-0.0380,0.974
XIII,854474,859470,-0.0762,0.949,-0.1953,0.873,-0.2255,0.855,-0.0936,0.937
XIII,859470,864467,0.1385,1.101,0.0401,1.028,0.0798,1.057,0.0045,1.003
XIII,864467,869464,0.2481,1.188,0.0448,1.032,0.1131,1.082,0.0327,1.023
XIII,869464,874461,0.2554,1.194,0.1884,1.139,0.1488,1.109,0.0548,1.039
XIII,874461,879458,0.1963,1.146,-0.0028,0.998,0.0615,1.044,0.0465,1.033
XIII,879458,884455,0.1807,1.133,0.0231,1.016,0.1174,1.085,0.0267,1.019
XIII,884455,889452,0.2760,1.211,-0.0050,0.997,0.1747,1.129,0.0548,1.039
XIII,889452,894449,0.1569,1.115,-0.0361,0.975,0.1342,1.097,0.0588,1.042
XIII,894449,899446,0.2260,1.170,-0.0489,0.967,-0.0269,0.982,0.1091,1.079
XIII,899446,904443,0.0694,1.049,-0.1205,0.920,-0.1341,0.911,0.0630,1.045
XIII,904443,909440,0.3437,1.269,0.0940,1.067,0.0963,1.069,0.1001,1.072
XIII,909440,914437,0.3227,1.251,0.0911,1.065,0.0974,1.070,0.0233,1.016
XIII,914437,919434,0.1755,1.129,0.0957,1.069,-0.1004,0.933,0.0189,1.013
XIII,919434,924431,0.6212,1.538,0.3927,1.313,0.0923,1.066,0.0042,1.003
XIV,0,4995,0.3554,1.279,0.5098,1.424,0.2994,1.231,0.4462,1.362
XIV,4995,9991,0.3592,1.283,0.2872,1.220,-0.0706,0.952,0.1174,1.085
XIV,9991,14987,0.0858,1.061,-0.0035,0.998,-0.2688,0.830,-0.0695,0.953
XIV,14987,19983,0.2701,1.206,0.1423,1.104,0.0223,1.016,0.0292,1.020
XIV,19983,24978,0.3380,1.264,0.2022,1.150,0.1142,1.082,-0.0085,0.994
XIV,24978,29974,0.4368,1.354,0.1960,1.145,0.2676,1.204,0.0315,1.022
XIV,29974,34970,0.3170,1.246,0.2023,1.151,0.1074,1.077,0.0487,1.034
XIV,34970,39966,0.1305,1.095,0.0221,1.015,0.0686,1.049,0.0754,1.054
XIV,39966,44961,0.1277,1.093,0.0427,1.030,0.0761,1.054,0.0118,1.008
XIV,44961,49957,0.1079,1.078,-0.0035,0.998,0.0110,1.008,0.0638,1.045
XIV,49957,54953,0.1578,1.116,-0.0261,0.982,0.1031,1.074,0.0779,1.055
XIV,54953,59949,-0.0156,0.989,-0.1607,0.895,-0.0156,0.989,0.0574,1.041
XIV,59949,64944,-0.0003,1.000,-0.1308,0.913,-0.1279,0.915,0.0335,1.023
XIV,64944,69940,-0.0015,0.999,-0.0649,0.956,-0.0988,0.934,-0.0578,0.961
XIV,69940,74936,0.1617,1.119,0.0670,1.048,0.0343,1.024,-0.0733,0.950
XIV,74936,79932,0.2302,1.173,0.1689,1.124,0.1744,1.128,-0.0248,0.983
XIV,79932,84927,-0.0449,0.969,0.0245,1.017,-0.0518,0.965,-0.0498,0.966
XIV,84927,89923,0.1210,1.087,0.1428,1.104,0.0643,1.046,-0.0553,0.962
XIV,89923,94919,0.0015,1.001,-0.0057,0.996,0.0383,1.027,0.0420,1.030
XIV,94919,99915,0.4880,1.402,0.4774,1.392,0.4402,1.357,0.3276,1.255
XIV,99915,104910,0.3776,1.299,0.3476,1.272,0.3951,1.315,0.0958,1.069
XIV,104910,109906,0.0429,1.030,0.0857,1.061,0.0823,1.059,0.0353,1.025
XIV,109906,114902,0.1800,1.133,0.2144,1.160,0.1719,1.127,-0.0042,0.997
XIV,114902,119898,-0.0637,0.957,0.0176,1.012,-0.0489,0.967,0.0201,1.014
XIV,119898,124893,0.0145,1.010,0.1358,1.099,0.1320,1.096,-0.0189,0.987
XIV,124893,129889,-0.2202,0.858,-0.0977,0.935,-0.1573,0.897,-0.0686,0.954
XIV,129889,134885,-0.4835,0.715,-0.3202,0.801,-0.3947,0.761,0.0089,1.006
XIV,134885,139881,0.0388,1.027,0.1462,1.107,0.0125,1.009,-0.0765,0.948
XIV,139881,144876,-0.0881,0.941,-0.0275,0.981,-0.0669,0.955,-0.0257,0.982
XIV,144876,149872,0.0263,1.018,0.0576,1.041,0.0849,1.061,0.0211,1.015
XIV,149872,154868,-0.1358,0.910,0.0042,1.003,-0.1095,0.927,-0.0068,0.995
XIV,154868,159864,-0.1267,0.916,-0.0688,0.953,-0.0102,0.993,-0.0423,0.971
XIV,159864,164859,-0.0183,0.987,0.0616,1.044,-0.0007,1.000,-0.0886,0.940
XIV,164859,169855,-0.0731,0.951,0.0413,1.029,-0.0308,0.979,-0.0111,0.992
XIV,169855,174851,-0.2512,0.840,-0.0521,0.965,-0.0959,0.936,-0.0593,0.960
XIV,174851,179847,-0.1761,0.885,-0.0720,0.951,-0.0610,0.959,0.0647,1.046
XIV,179847,184842,-0.1481,0.902,-0.0259,0.982,0.0291,1.020,-0.0447,0.969
XIV,184842,189838,-0.2637,0.833,-0.0977,0.935,-0.1804,0.882,-0.0636,0.957
XIV,189838,194834,-0.2358,0.849,-0.0628,0.957,-0.1416,0.906,-0.0836,0.944
XIV,194834,199830,-0.8139,0.569,-0.3641,0.777,-0.3159,0.803,-0.1526,0.900
XIV,199830,204825,-0.2621,0.834,-0.0685,0.954,-0.1055,0.929,0.0397,1.028
XIV,204825,209821,-0.1175,0.922,-0.0377,0.974,-0.0835,0.944,-0.0299,0.980
XIV,209821,214817,-0.1704,0.889,0.0038,1.003,-0.0102,0.993,-0.0052,0.996
XIV,214817,219813,-0.0991,0.934,-0.0060,0.996,-0.0142,0.990,-0.0582,0.960
XIV,219813,224808,-0.3996,0.758,-0.2377,0.848,-0.2473,0.842,0.0211,1.015
XIV,224808,229804,-0.0427,0.971,0.0549,1.039,-0.0381,0.974,0.0429,1.030
XIV,229804,234800,-0.1359,0.910,-0.0902,0.939,-0.0743,0.950,0.0210,1.015
XIV,234800,239796,-0.0785,0.947,-0.0014,0.999,0.0608,1.043,0.0040,1.003
XIV,239796,244791,-0.1005,0.933,-0.0180,0.988,-0.0171,0.988,-0.0577,0.961
XIV,244791,249787,-0.1730,0.887,-0.0692,0.953,-0.0181,0.988,0.0313,1.022
XIV,249787,254783,-0.2123,0.863,-0.1513,0.900,-0.1092,0.927,0.0857,1.061
XIV,254783,259779,-0.2127,0.863,-0.0561,0.962,-0.1545,0.898,-0.0018,0.999
XIV,259779,264774,-0.2293,0.853,-0.1122,0.925,-0.1709,0.888,-0.0367,0.975
XIV,264774,269770,-0.0910,0.939,-0.0224,0.985,0.0825,1.059,0.0011,1.001
XIV,269770,274766,-0.2885,0.819,-0.1089,0.927,-0.2069,0.866,-0.0039,0.997
XIV,274766,279762,-0.0551,0.963,0.0339,1.024,0.0532,1.038,0.0283,1.020
XIV,279762,284757,-0.0679,0.954,-0.1052,0.930,-0.0692,0.953,-0.0160,0.989
XIV,284757,289753,0.0787,1.056,0.0915,1.065,0.1228,1.089,0.0729,1.052
XIV,289753,294749,-0.3203,0.801,-0.2100,0.865,-0.2882,0.819,0.0310,1.022
XIV,294749,299745,0.2053,1.153,0.1602,1.117,0.2084,1.155,-0.0024,0.998
XIV,299745,304740,-0.2874,0.819,-0.2218,0.858,-0.2327,0.851,-0.0717,0.952
XIV,304740,309736,-0.1631,0.893,-0.1183,0.921,-0.0525,0.964,0.0099,1.007
XIV,309736,314732,-0.0127,0.991,0.0450,1.032,0.0307,1.022,-0.0095,0.993
XIV,314732,319728,0.0018,1.001,0.0345,1.024,0.1086,1.078,-0.0569,0.961
XIV,319728,324723,-0.2044,0.868,-0.1167,0.922,-0.0778,0.948,0.0858,1.061
XIV,324723,329719,-0.0866,0.942,0.0198,1.014,0.0701,1.050,0.0895,1.064
XIV,329719,334715,-0.1362,0.910,-0.0090,0.994,-0.0412,0.972,0.0564,1.040
XIV,334715,339711,-0.0852,0.943,0.0213,1.015,-0.0017,0.999,0.1256,1.091
XIV,339711,344706,-0.0667,0.955,-0.0834,0.944,-0.0568,0.961,0.0403,1.028
XIV,344706,349702,-0.1918,0.876,-0.0755,0.949,-0.0833,0.944,0.0808,1.058
XIV,349702,354698,-0.0708,0.952,-0.0035,0.998,-0.0814,0.945,0.0727,1.052
XIV,354698,359694,0.0894,1.064,0.0518,1.037,0.0695,1.049,-0.1763,0.885
XIV,359694,364689,-0.0894,0.940,-0.0555,0.962,-0.0198,0.986,-0.0076,0.995
XIV,364689,369685,-0.1647,0.892,-0.0470,0.968,-0.0008,0.999,0.0301,1.021
XIV,369685,374681,-0.2314,0.852,-0.1375,0.909,-0.2129,0.863,0.1013,1.073
XIV,374681,379677,-0.1697,0.889,-0.1489,0.902,-0.1239,0.918,0.1012,1.073
XIV,379677,384672,-0.1363,0.910,-0.1153,0.923,-0.1138,0.924,-0.0315,0.978
XIV,384672,389668,0.0015,1.001,0.0049,1.003,-0.0948,0.936,-0.0184,0.987
XIV,389668,394664,-0.3843,0.766,-0.2418,0.846,-0.2173,0.860,0.0334,1.023
XIV,394664,399660,-0.1060,0.929,-0.0292,0.980,-0.0392,0.973,0.0340,1.024
XIV,399660,404655,-0.2330,0.851,-0.0537,0.963,-0.1904,0.876,-0.0213,0.985
XIV,404655,409651,0.0180,1.013,0.0023,1.002,-0.0129,0.991,0.0620,1.044
XIV,409651,414647,-0.1048,0.930,-0.1048,0.930,-0.1061,0.929,-0.1178,0.922
XIV,414647,419643,-0.2513,0.840,-0.2091,0.865,-0.1483,0.902,-0.1246,0.917
XIV,419643,424638,-0.0011,0.999,-0.0035,0.998,0.0112,1.008,0.0598,1.042
XIV,424638,429634,0.0831,1.059,0.0347,1.024,0.0449,1.032,0.0333,1.023
XIV,429634,434630,0.0111,1.008,0.0164,1.011,0.0041,1.003,-0.0254,0.983
XIV,434630,439626,0.0178,1.012,0.0397,1.028,0.0264,1.018,-0.0021,0.999
XIV,439626,444621,-0.3090,0.807,-0.2316,0.852,-0.1363,0.910,-0.0560,0.962
XIV,444621,449617,-0.0014,0.999,0.0885,1.063,0.0957,1.069,-0.0036,0.998
XIV,449617,454613,-0.0193,0.987,-0.0373,0.974,-0.0007,1.000,-0.0232,0.984
XIV,454613,459609,-0.0731,0.951,-0.0554,0.962,-0.0638,0.957,-0.0214,0.985
XIV,459609,464604,-0.2550,0.838,-0.1137,0.924,-0.1479,0.903,-0.0315,0.978
XIV,464604,469600,-0.0003,1.000,-0.0322,0.978,0.0610,1.043,0.0332,1.023
XIV,469600,474596,-0.1028,0.931,-0.0490,0.967,0.0296,1.021,0.0300,1.021
XIV,474596,479592,-0.0449,0.969,-0.0561,0.962,-0.0194,0.987,-0.0119,0.992
XIV,479592,484587,0.0598,1.042,0.0838,1.060,0.0936,1.067,0.0217,1.015
XIV,484587,489583,-0.0720,0.951,-0.0627,0.957,-0.0310,0.979,-0.0067,0.995
XIV,489583,494579,-0.0940,0.937,-0.0856,0.942,-0.0007,1.000,-0.0253,0.983
XIV,494579,499575,-0.1084,0.928,-0.0035,0.998,-0.1896,0.877,-0.0365,0.975
XIV,499575,504570,-0.2666,0.831,-0.1904,0.876,-0.1889,0.877,0.0294,1.021
XIV,504570,509566,0.0377,1.026,0.0627,1.044,0.0724,1.051,0.0083,1.006
XIV,509566,514562,-0.2973,0.814,-0.1596,0.895,-0.1376,0.909,-0.0596,0.960
XIV,514562,519558,-0.0658,0.955,0.0326,1.023,-0.0244,0.983,-0.0563,0.962
XIV,519558,524553,0.5604,1.475,0.5344,1.448,0.6475,1.566,0.1838,1.136
XIV,524553,529549,-0.0392,0.973,0.0559,1.040,-0.0244,0.983,0.0000,1.000
XIV,529549,534545,0.0373,1.026,0.0481,1.034,0.1433,1.104,0.0719,1.051
XIV,534545,539541,-0.0600,0.959,0.0340,1.024,0.0856,1.061,-0.0255,0.982
XIV,539541,544536,-0.0980,0.934,0.0144,1.010,-0.0007,1.000,-0.0103,0.993
XIV,544536,549532,0.0257,1.018,0.1282,1.093,0.0532,1.038,0.0011,1.001
XIV,549532,554528,0.0651,1.046,0.1615,1.118,0.2710,1.207,0.0587,1.041
XIV,554528,559524,-0.1482,0.902,-0.0033,0.998,0.0676,1.048,0.0123,1.009
XIV,559524,564519,0.3135,1.243,0.1787,1.132,0.3201,1.248,-0.1016,0.932
XIV,564519,569515,0.2282,1.171,0.2004,1.149,0.2132,1.159,-0.0891,0.940
XIV,569515,574511,-0.0481,0.967,0.0069,1.005,0.0444,1.031,-0.0101,0.993
XIV,574511,579507,-0.0031,0.998,0.0751,1.053,0.0992,1.071,0.0040,1.003
XIV,579507,584502,-0.0354,0.976,0.0415,1.029,0.0508,1.036,-0.0239,0.984
XIV,584502,589498,-0.0093,0.994,0.0208,1.015,-0.0290,0.980,0.0143,1.010
XIV,589498,594494,0.1388,1.101,0.1958,1.145,0.2344,1.176,-0.0280,0.981
XIV,594494,599490,0.1007,1.072,0.1648,1.121,0.1811,1.134,-0.0196,0.986
XIV,599490,604485,-0.1887,0.877,-0.0012,0.999,0.0714,1.051,0.0758,1.054
XIV,604485,609481,-0.2021,0.869,-0.1323,0.912,-0.1925,0.875,-0.0847,0.943
XIV,609481,614477,0.0086,1.006,0.1148,1.083,0.1885,1.140,-0.0483,0.967
XIV,614477,619473,-0.1435,0.905,-0.0673,0.954,-0.1251,0.917,-0.0517,0.965
XIV,619473,624468,0.1421,1.103,0.1357,1.099,0.1091,1.079,0.0611,1.043
XIV,624468,629464,-0.1574,0.897,-0.0663,0.955,-0.1145,0.924,0.0173,1.012
XIV,629464,634460,-0.0627,0.957,0.0148,1.010,-0.0042,0.997,-0.0879,0.941
XIV,634460,639456,0.0132,1.009,0.0266,1.019,0.0100,1.007,-0.0445,0.970
XIV,639456,644451,0.0047,1.003,0.0917,1.066,0.0107,1.007,0.0261,1.018
XIV,644451,649447,0.0236,1.016,0.1031,1.074,0.1486,1.108,-0.0007,1.000
XIV,649447,654443,-0.3587,0.780,-0.2275,0.854,-0.2605,0.835,-0.0553,0.962
XIV,654443,659439,-0.0112,0.992,0.0343,1.024,0.1483,1.108,0.0331,1.023
XIV,659439,664434,-0.0108,0.993,0.0189,1.013,-0.0045,0.997,0.0415,1.029
XIV,664434,669430,-0.1990,0.871,-0.1122,0.925,-0.0934,0.937,-0.0597,0.959
XIV,669430,674426,-0.0857,0.942,0.0217,1.015,-0.0007,1.000,0.0486,1.034
XIV,674426,679422,-0.0200,0.986,0.0087,1.006,-0.0262,0.982,-0.0593,0.960
XIV,679422,684417,0.0464,1.033,0.1035,1.074,0.0037,1.003,0.0788,1.056
XIV,684417,689413,0.2477,1.187,0.1961,1.146,0.2280,1.171,0.0064,1.004
XIV,689413,694409,-0.1394,0.908,-0.1032,0.931,-0.1459,0.904,-0.0444,0.970
XIV,694409,699405,0.1620,1.119,0.1754,1.129,0.0952,1.068,-0.0240,0.983
XIV,699405,704400,0.1203,1.087,0.0822,1.059,0.0208,1.015,0.0034,1.002
XIV,704400,709396,0.3290,1.256,0.2732,1.208,0.2358,1.178,0.0528,1.037
XIV,709396,714392,0.0033,1.002,-0.0219,0.985,-0.0651,0.956,0.0056,1.004
XIV,714392,719388,-0.0379,0.974,-0.1358,0.910,-0.0477,0.967,-0.0139,0.990
XIV,719388,724383,-0.1398,0.908,-0.1917,0.876,-0.2328,0.851,0.0105,1.007
XIV,724383,729379,0.4605,1.376,0.2336,1.176,0.1384,1.101,0.0149,1.010
XIV,729379,734375,0.3187,1.247,0.1117,1.080,0.1590,1.117,-0.0528,0.964
XIV,734375,739371,0.2040,1.152,0.1201,1.087,0.1612,1.118,0.0693,1.049
XIV,739371,744366,0.2160,1.161,0.0846,1.060,0.1391,1.101,0.0899,1.064
XIV,744366,749362,0.0752,1.053,-0.0554,0.962,-0.0165,0.989,-0.0355,0.976
XIV,749362,754358,0.0044,1.003,-0.0643,0.956,-0.0694,0.953,0.0302,1.021
XIV,754358,759354,0.2310,1.174,0.0129,1.009,0.0736,1.052,0.0474,1.033
XIV,759354,764349,0.0261,1.018,-0.0873,0.941,-0.1406,0.907,0.0854,1.061
XIV,764349,769345,-2.3197,0.200,-2.4499,0.183,-2.6852,0.155,-2.2765,0.206
XIV,769345,774341,0.1951,1.145,0.0595,1.042,-0.0769,0.948,-0.0570,0.961
XIV,774341,779337,0.4164,1.335,0.1922,1.143,-0.0680,0.954,-0.0455,0.969
XIV,779337,784333,0.9532,1.936,0.6699,1.591,0.1396,1.102,0.1003,1.072
XV,0,5005,0.8545,1.808,0.5935,1.509,0.0876,1.063,0.0791,1.056
XV,5005,10011,0.5389,1.453,0.3023,1.233,0.1409,1.103,0.1163,1.084
XV,10011,15017,0.3478,1.273,0.1009,1.072,-0.0844,0.943,0.0102,1.007
XV,15017,20023,0.4617,1.377,0.2379,1.179,0.0503,1.036,0.0372,1.026
XV,20023,25029,0.4571,1.373,0.2289,1.172,0.2024,1.151,0.0344,1.024
XV,25029,30035,0.6107,1.527,0.3029,1.234,0.3637,1.287,0.1861,1.138
XV,30035,35041,0.1163,1.084,-0.0835,0.944,0.0115,1.008,0.0120,1.008
XV,35041,40047,0.5913,1.507,0.2446,1.185,0.2698,1.206,-0.0138,0.990
XV,40047,45053,0.2850,1.218,-0.0137,0.991,0.1669,1.123,0.0752,1.053
XV,45053,50059,0.2255,1.169,0.0359,1.025,-0.0075,0.995,0.3409,1.267
XV,50059,55065,0.1334,1.097,-0.0913,0.939,-0.0055,0.996,0.0845,1.060
XV,55065,60071,0.3604,1.284,0.0839,1.060,0.1897,1.140,-0.0247,0.983
XV,60071,65076,0.1908,1.141,0.0408,1.029,0.1716,1.126,-0.0063,0.996
XV,65076,70082,0.1635,1.120,0.0304,1.021,0.0313,1.022,0.0510,1.036
XV,70082,75088,0.2904,1.223,0.1433,1.104,0.0789,1.056,-0.0178,0.988
XV,75088,80094,0.3113,1.241,0.2204,1.165,0.1184,1.085,-0.0319,0.978
XV,80094,85100,0.1770,1.130,0.0918,1.066,0.0114,1.008,0.0380,1.027
XV,85100,90106,0.1552,1.114,-0.0613,0.958,0.0976,1.070,0.0005,1.000
XV,90106,95112,-0.1392,0.908,-0.1416,0.907,-0.3464,0.787,-0.0508,0.965
XV,95112,100118,0.1479,1.108,0.1323,1.096,0.0007,1.000,0.0711,1.051
XV,100118,105124,0.0185,1.013,0.0153,1.011,-0.0069,0.995,-0.0432,0.970
XV,105124,110130,-0.1167,0.922,-0.0505,0.966,-0.1514,0.900,-0.0129,0.991
XV,110130,115136,0.0246,1.017,-0.0264,0.982,-0.1637,0.893,0.0068,1.005
XV,115136,120142,0.6333,1.551,0.4886,1.403,0.5787,1.493,0.3360,1.262
XV,120142,125148,0.5317,1.446,0.5162,1.430,0.5066,1.421,0.3807,1.302
XV,125148,130153,-0.0168,0.988,-0.0475,0.968,-0.0880,0.941,-0.0476,0.968
XV,130153,135159,-0.2018,0.869,-0.1567,0.897,-0.1406,0.907,-0.0406,0.972
XV,135159,140165,-0.0286,0.980,0.0264,1.018,-0.0007,1.000,0.0589,1.042
XV,140165,145171,-0.0079,0.995,0.0663,1.047,-0.0089,0.994,0.0540,1.038
XV,145171,150177,-0.0088,0.994,-0.0906,0.939,0.0374,1.026,0.0832,1.059
XV,150177,155183,0.1129,1.081,0.1956,1.145,0.1970,1.146,0.0842,1.060
XV,155183,160189,0.2134,1.159,0.2790,1.213,0.2071,1.154,0.5890,1.504
XV,160189,165195,0.1168,1.084,0.0586,1.041,0.1365,1.099,-0.0339,0.977
XV,165195,170201,0.0114,1.008,0.0130,1.009,0.0531,1.037,-0.1103,0.926
XV,170201,175207,0.0876,1.063,0.0931,1.067,0.0887,1.063,-0.0084,0.994
XV,175207,180213,-0.0500,0.966,0.0550,1.039,0.0133,1.009,0.0023,1.002
XV,180213,185219,0.0558,1.039,0.0664,1.047,0.0352,1.025,0.0887,1.063
XV,185219,190225,-0.2946,0.815,-0.2701,0.829,-0.2212,0.858,-0.1461,0.904
XV,190225,195230,-0.8526,0.554,-0.9405,0.521,-0.7966,0.576,-1.0010,0.500
XV,195230,200236,0.0504,1.036,-0.0035,0.998,0.0087,1.006,0.0893,1.064
XV,200236,205242,0.1010,1.073,0.0742,1.053,0.0806,1.057,-0.0072,0.995
XV,205242,210248,0.0015,1.001,0.1088,1.078,0.0062,1.004,0.0853,1.061
XV,210248,215254,0.1449,1.106,0.1150,1.083,0.1440,1.105,0.1102,1.079
XV,215254,220260,0.0576,1.041,0.0096,1.007,0.1182,1.085,-0.0126,0.991
XV,220260,225266,-0.1446,0.905,-0.0866,0.942,0.0094,1.007,-0.0274,0.981
XV,225266,230272,-0.0288,0.980,-0.0261,0.982,-0.0921,0.938,0.0031,1.002
XV,230272,235278,0.0015,1.001,0.0036,1.002,-0.0007,1.000,0.0439,1.031
XV,235278,240284,-0.0323,0.978,-0.0761,0.949,-0.0978,0.934,0.0148,1.010
XV,240284,245290,-0.0153,0.989,-0.0373,0.975,-0.0713,0.952,-0.0799,0.946
